8600.000000 0.000101838
8602.362305 0.000105151
8610.000000 0.000113196
8620.000000 0.000123731
8630.000000 0.000134268
8640.000000 0.000145031
8650.000000 0.000155829
8660.000000 0.000166661
8670.000000 0.000177528
8680.000000 0.000188429
8690.000000 0.000199364
8700.000000 0.000210334
8710.000000 0.000221337
8720.000000 0.000232375
8730.000000 0.000244594
8740.000000 0.000256955
8750.000000 0.000269459
8760.000000 0.000282107
8770.000000 0.000294898
8780.000000 0.000307836
8790.000000 0.000320919
8800.000000 0.00033415
8802.416016 0.000337255
8810.000000 0.000406855
8812.418945 0.00042916
8820.000000 0.000528169
8822.421875 0.000559949
8830.000000 0.000717434
8832.424805 0.000768378
8840.000000 0.00101514
8842.427734 0.00109473
8850.000000 0.00137402
8852.429688 0.0014642
8860.000000 0.00189911
8862.432617 0.00203976
8870.000000 0.00248004
8872.435547 0.00262264
8880.000000 0.00342442
8882.438477 0.00368452
8890.000000 0.00473389
8892.440430 0.00507471
8900.000000 0.00655899
8902.443359 0.00703499
8910.000000 0.00927514
8912.446289 0.0100021
8920.000000 0.0132173
8922.449219 0.0142652
8930.000000 0.0190759
8932.452148 0.0206391
8940.000000 0.0275843
8942.454102 0.0298479
8950.000000 0.0398732
8952.457031 0.0431542
8960.000000 0.0576054
8962.459961 0.0623209
8970.000000 0.0814173
8972.462891 0.087688
8980.000000 0.112727
8982.464844 0.120917
8990.000000 0.151013
8992.467773 0.160893
9000.000000 0.194626
9002.470703 0.205641
9010.000000 0.240963
9012.473633 0.252528
9020.000000 0.285198
9022.476562 0.296011
9030.000000 0.323479
9032.478516 0.332539
9040.000000 0.353871
9042.481445 0.360917
9050.000000 0.374955
9052.484375 0.379678
9060.000000 0.3881
9062.487305 0.390812
9070.000000 0.39423
9072.489258 0.395446
9080.000000 0.39665
9082.492188 0.396969
9090.000000 0.396971
9092.495117 0.396973
9100.000000 0.396483
9102.498047 0.396403
9110.000000 0.3961
9112.500000 0.395917
9120.000000 0.395586
9122.502930 0.395559
9130.000000 0.394824
9132.505859 0.394496
9140.000000 0.394043
9142.508789 0.393974
9150.000000 0.393831
9152.510742 0.393701
9160.000000 0.393281
9162.513672 0.393224
9170.000000 0.393613
9172.516602 0.393662
9180.000000 0.393746
9182.519531 0.393857
9190.000000 0.394783
9192.522461 0.395014
9200.000000 0.395415
